"position","well","row","column","media_1","media_2","media_3","media_4","strain","plasmid","media_1_fraction","media_2_fraction","media_3_fraction","media_4_fraction"
13,"E2","E",2,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_34-A",0.000000000000000,0.025000000000000,0.000000000000000,0.975000000000000
14,"F2","F",2,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_34-A",0.000000000000000,0.001562500000000,0.000000000000000,0.998437500000000
15,"G2","G",2,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_WT-B",0.000000000000000,0.025000000000000,0.000000000000000,0.975000000000000
16,"H2","H",2,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_WT-B",0.000000000000000,0.001562500000000,0.000000000000000,0.998437500000000
17,"A3","A",3,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_WT-A",0.000000000000000,0.012500000000000,0.000000000000000,0.987500000000000
18,"B3","B",3,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_WT-A",0.000000000000000,0.000781250000000,0.000000000000000,0.999218750000000
19,"C3","C",3,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_05-A",0.000000000000000,0.012500000000000,0.000000000000000,0.987500000000000
20,"D3","D",3,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_05-A",0.000000000000000,0.000781250000000,0.000000000000000,0.999218750000000
21,"E3","E",3,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_34-A",0.000000000000000,0.012500000000000,0.000000000000000,0.987500000000000
22,"F3","F",3,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_34-A",0.000000000000000,0.000781250000000,0.000000000000000,0.999218750000000
23,"G3","G",3,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_WT-B",0.000000000000000,0.012500000000000,0.000000000000000,0.987500000000000
24,"H3","H",3,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_WT-B",0.000000000000000,0.000781250000000,0.000000000000000,0.999218750000000
25,"A4","A",4,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_WT-A",0.000000000000000,0.006250000000000,0.000000000000000,0.993750000000000
26,"B4","B",4,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_WT-A",0.000000000000000,0.000000000000000,0.000000000000000,1.00000000000000
27,"C4","C",4,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_05-A",0.000000000000000,0.006250000000000,0.000000000000000,0.993750000000000
28,"D4","D",4,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_05-A",0.000000000000000,0.000000000000000,0.000000000000000,1.00000000000000
29,"E4","E",4,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_34-A",0.000000000000000,0.006250000000000,0.000000000000000,0.993750000000000
30,"F4","F",4,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_34-A",0.000000000000000,0.000000000000000,0.000000000000000,1.00000000000000
31,"G4","G",4,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_WT-B",0.000000000000000,0.006250000000000,0.000000000000000,0.993750000000000
32,"H4","H",4,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_WT-B",0.000000000000000,0.000000000000000,0.000000000000000,1.00000000000000
33,"A5","A",5,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_05-B",0.000000000000000,0.050000000000000,0.000000000000000,0.950000000000000
34,"B5","B",5,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_05-B",0.000000000000000,0.003125000000000,0.000000000000000,0.996875000000000
35,"C5","C",5,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_34-B",0.000000000000000,0.050000000000000,0.000000000000000,0.950000000000000
36,"D5","D",5,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_34-B",0.000000000000000,0.003125000000000,0.000000000000000,0.996875000000000
37,"E5","E",5,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_05-A",0.000000000000000,0.050000000000000,0.000000000000000,0.950000000000000
38,"F5","F",5,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_05-A",0.000000000000000,0.003125000000000,0.000000000000000,0.996875000000000
39,"G5","G",5,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_34-A",0.000000000000000,0.050000000000000,0.000000000000000,0.950000000000000
40,"H5","H",5,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_34-A",0.000000000000000,0.003125000000000,0.000000000000000,0.996875000000000
41,"A6","A",6,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_05-B",0.000000000000000,0.025000000000000,0.000000000000000,0.975000000000000
42,"B6","B",6,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_05-B",0.000000000000000,0.001562500000000,0.000000000000000,0.998437500000000
43,"C6","C",6,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_34-B",0.000000000000000,0.025000000000000,0.000000000000000,0.975000000000000
44,"D6","D",6,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_34-B",0.000000000000000,0.001562500000000,0.000000000000000,0.998437500000000
45,"E6","E",6,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_05-A",0.000000000000000,0.025000000000000,0.000000000000000,0.975000000000000
46,"F6","F",6,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_05-A",0.000000000000000,0.001562500000000,0.000000000000000,0.998437500000000
47,"G6","G",6,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_34-A",0.000000000000000,0.025000000000000,0.000000000000000,0.975000000000000
48,"H6","H",6,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_34-A",0.000000000000000,0.001562500000000,0.000000000000000,0.998437500000000
49,"A7","A",7,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_05-B",0.000000000000000,0.012500000000000,0.000000000000000,0.987500000000000
50,"B7","B",7,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_05-B",0.000000000000000,0.000781250000000,0.000000000000000,0.999218750000000
51,"C7","C",7,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_34-B",0.000000000000000,0.012500000000000,0.000000000000000,0.987500000000000
52,"D7","D",7,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_34-B",0.000000000000000,0.000781250000000,0.000000000000000,0.999218750000000
53,"E7","E",7,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_05-A",0.000000000000000,0.012500000000000,0.000000000000000,0.987500000000000
54,"F7","F",7,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_05-A",0.000000000000000,0.000781250000000,0.000000000000000,0.999218750000000
55,"G7","G",7,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_34-A",0.000000000000000,0.012500000000000,0.000000000000000,0.987500000000000
56,"H7","H",7,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_34-A",0.000000000000000,0.000781250000000,0.000000000000000,0.999218750000000
57,"A8","A",8,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_05-B",0.000000000000000,0.006250000000000,0.000000000000000,0.993750000000000
58,"B8","B",8,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_05-B",0.000000000000000,0.000000000000000,0.000000000000000,1.00000000000000
59,"C8","C",8,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_34-B",0.000000000000000,0.006250000000000,0.000000000000000,0.993750000000000
60,"D8","D",8,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_34-B",0.000000000000000,0.000000000000000,0.000000000000000,1.00000000000000
61,"E8","E",8,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_05-A",0.000000000000000,0.006250000000000,0.000000000000000,0.993750000000000
62,"F8","F",8,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_05-A",0.000000000000000,0.000000000000000,0.000000000000000,1.00000000000000
63,"G8","G",8,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_34-A",0.000000000000000,0.006250000000000,0.000000000000000,0.993750000000000
64,"H8","H",8,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_34-A",0.000000000000000,0.000000000000000,0.000000000000000,1.00000000000000
65,"A9","A",9,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_WT-A",0.000000000000000,0.050000000000000,0.000000000000000,0.950000000000000
66,"B9","B",9,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_WT-A",0.000000000000000,0.003125000000000,0.000000000000000,0.996875000000000
67,"C9","C",9,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_05-B",0.000000000000000,0.050000000000000,0.000000000000000,0.950000000000000
68,"D9","D",9,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_05-B",0.000000000000000,0.003125000000000,0.000000000000000,0.996875000000000
69,"E9","E",9,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_34-B",0.000000000000000,0.050000000000000,0.000000000000000,0.950000000000000
70,"F9","F",9,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_34-B",0.000000000000000,0.003125000000000,0.000000000000000,0.996875000000000
71,"G9","G",9,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_WT-B",0.000000000000000,0.050000000000000,0.000000000000000,0.950000000000000
72,"H9","H",9,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_WT-B",0.000000000000000,0.003125000000000,0.000000000000000,0.996875000000000
73,"A10","A",10,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_WT-A",0.000000000000000,0.025000000000000,0.000000000000000,0.975000000000000
74,"B10","B",10,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_WT-A",0.000000000000000,0.001562500000000,0.000000000000000,0.998437500000000
75,"C10","C",10,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_05-B",0.000000000000000,0.025000000000000,0.000000000000000,0.975000000000000
76,"D10","D",10,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_05-B",0.000000000000000,0.001562500000000,0.000000000000000,0.998437500000000
77,"E10","E",10,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_34-B",0.000000000000000,0.025000000000000,0.000000000000000,0.975000000000000
78,"F10","F",10,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_34-B",0.000000000000000,0.001562500000000,0.000000000000000,0.998437500000000
79,"G10","G",10,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_WT-B",0.000000000000000,0.025000000000000,0.000000000000000,0.975000000000000
80,"H10","H",10,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_WT-B",0.000000000000000,0.001562500000000,0.000000000000000,0.998437500000000
81,"A11","A",11,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_WT-A",0.000000000000000,0.012500000000000,0.000000000000000,0.987500000000000
82,"B11","B",11,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_WT-A",0.000000000000000,0.000781250000000,0.000000000000000,0.999218750000000
83,"C11","C",11,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_05-B",0.000000000000000,0.012500000000000,0.000000000000000,0.987500000000000
84,"D11","D",11,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_05-B",0.000000000000000,0.000781250000000,0.000000000000000,0.999218750000000
85,"E11","E",11,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_34-B",0.000000000000000,0.012500000000000,0.000000000000000,0.987500000000000
86,"F11","F",11,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_34-B",0.000000000000000,0.000781250000000,0.000000000000000,0.999218750000000
87,"G11","G",11,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_WT-B",0.000000000000000,0.012500000000000,0.000000000000000,0.987500000000000
88,"H11","H",11,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_WT-B",0.000000000000000,0.000781250000000,0.000000000000000,0.999218750000000
89,"A12","A",12,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_WT-A",0.000000000000000,0.006250000000000,0.000000000000000,0.993750000000000
90,"B12","B",12,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_WT-A",0.000000000000000,0.000000000000000,0.000000000000000,1.00000000000000
91,"C12","C",12,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_05-B",0.000000000000000,0.006250000000000,0.000000000000000,0.993750000000000
92,"D12","D",12,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_05-B",0.000000000000000,0.000000000000000,0.000000000000000,1.00000000000000
93,"E12","E",12,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_34-B",0.000000000000000,0.006250000000000,0.000000000000000,0.993750000000000
94,"F12","F",12,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_34-B",0.000000000000000,0.000000000000000,0.000000000000000,1.00000000000000
95,"G12","G",12,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_WT-B",0.000000000000000,0.006250000000000,0.000000000000000,0.993750000000000
96,"H12","H",12,"SD-Trp","SD-Trp-Ura","none","SG-Trp-Ura","SY992","URA3_WT-B",0.000000000000000,0.000000000000000,0.000000000000000,1.00000000000000
